Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2024-01-01 21:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,363.55,441.02,34.3,7.09,eia.gov,false,
2024-01-01 22:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,383.82,465.24,29.99,2.93,eia.gov,false,
2024-01-01 23:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,365.33,442.08,34.77,9.08,eia.gov,false,
2024-01-02 00:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,365.22,441.82,34.89,9.47,eia.gov,false,
2024-01-02 01:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,382.09,462.48,30.98,5.23,eia.gov,false,
2024-01-02 02:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,399.8,484.0,27.03,1.56,eia.gov,false,
2024-01-02 03:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,401.26,484.7,27.44,1.24,eia.gov,false,
2024-01-02 04:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,404.28,487.14,27.6,0.97,eia.gov,false,
2024-01-02 05:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,403.64,486.09,27.94,0.95,eia.gov,false,
2024-01-02 06:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,404.16,487.25,27.48,0.93,eia.gov,false,
2024-01-02 07:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,404.46,488.04,27.15,0.84,eia.gov,false,
2024-01-02 08:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,404.17,488.53,26.67,1.05,eia.gov,false,
2024-01-02 09:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,405.57,489.09,27.32,2.93,eia.gov,false,
2024-01-02 10:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,401.95,485.59,27.69,4.83,eia.gov,false,
2024-01-02 11:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,387.47,470.1,29.6,8.99,eia.gov,false,
2024-01-02 12:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,375.53,456.58,31.69,12.18,eia.gov,false,
2024-01-02 13:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,358.67,436.62,35.18,15.87,eia.gov,false,
2024-01-02 14:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,326.8,399.34,41.24,20.7,eia.gov,false,
2024-01-02 15:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,319.24,391.1,42.15,20.56,eia.gov,false,
2024-01-02 16:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,319.05,390.28,42.52,20.2,eia.gov,false,
2024-01-02 17:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,321.49,393.35,41.93,19.7,eia.gov,false,
2024-01-02 18:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,323.21,395.89,41.24,19.32,eia.gov,false,
2024-01-02 19:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,319.08,391.16,41.93,19.83,eia.gov,false,
2024-01-02 20:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,323.79,396.68,40.98,18.5,eia.gov,false,
2024-01-02 21:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,369.6,449.79,32.35,8.76,eia.gov,false,
2024-01-02 22:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,413.64,499.78,24.98,1.33,eia.gov,false,
2024-01-02 23:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,429.93,517.33,23.21,1.29,eia.gov,false,
2024-01-03 00:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,428.3,515.55,23.5,1.92,eia.gov,false,
2024-01-03 01:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,430.7,518.21,23.19,1.84,eia.gov,false,
2024-01-03 02:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,431.5,518.96,23.13,1.74,eia.gov,false,
2024-01-03 03:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,434.81,522.06,22.96,0.96,eia.gov,false,
2024-01-03 04:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,434.07,520.99,23.22,0.81,eia.gov,false,
2024-01-03 05:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,433.08,519.57,23.51,0.69,eia.gov,false,
2024-01-03 06:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,433.1,519.52,23.57,0.64,eia.gov,false,
2024-01-03 07:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,426.69,512.2,24.68,2.27,eia.gov,false,
2024-01-03 08:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,421.0,505.37,25.91,3.92,eia.gov,false,
2024-01-03 09:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,415.82,499.93,26.59,5.58,eia.gov,false,
2024-01-03 10:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,417.31,501.99,26.19,6.35,eia.gov,false,
2024-01-03 11:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,409.36,493.09,27.6,9.42,eia.gov,false,
2024-01-03 12:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,412.92,497.03,27.19,9.87,eia.gov,false,
2024-01-03 13:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,392.73,473.58,30.9,13.17,eia.gov,false,
2024-01-03 14:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,389.35,469.31,31.77,12.65,eia.gov,false,
2024-01-03 15:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,392.69,471.41,32.28,11.3,eia.gov,false,
2024-01-03 16:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,394.18,472.98,32.03,9.97,eia.gov,false,
2024-01-03 17:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,402.08,482.38,30.36,8.17,eia.gov,false,
2024-01-03 18:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,410.78,493.35,28.1,6.2,eia.gov,false,
2024-01-03 19:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,415.8,499.87,26.63,4.84,eia.gov,false,
2024-01-03 20:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,420.77,505.63,25.68,3.72,eia.gov,false,
2024-01-03 21:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,431.26,517.13,24.06,1.59,eia.gov,false,
2024-01-03 22:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,444.66,531.29,22.79,0.98,eia.gov,false,
2024-01-03 23:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,445.31,532.13,22.69,1.38,eia.gov,false,
2024-01-04 00:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,450.41,536.07,23.22,1.8,eia.gov,false,
2024-01-04 01:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,457.04,541.55,23.57,1.54,eia.gov,false,
2024-01-04 02:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,458.13,541.72,24.06,1.2,eia.gov,false,
2024-01-04 03:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,449.93,533.21,24.7,0.67,eia.gov,false,
2024-01-04 04:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,443.11,525.63,25.63,0.72,eia.gov,false,
2024-01-04 05:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,427.45,510.44,26.27,0.71,eia.gov,false,
2024-01-04 06:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,426.82,509.66,26.43,0.71,eia.gov,false,
2024-01-04 07:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,427.49,510.48,26.27,0.69,eia.gov,false,
2024-01-04 08:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,430.57,514.05,25.75,0.66,eia.gov,false,
2024-01-04 09:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,439.69,521.95,26.16,2.14,eia.gov,false,
2024-01-04 10:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,448.81,530.58,26.05,3.2,eia.gov,false,
2024-01-04 11:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,452.56,535.55,25.17,4.38,eia.gov,false,
2024-01-04 12:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,445.21,527.96,26.0,6.4,eia.gov,false,
2024-01-04 13:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,416.85,495.42,31.01,11.09,eia.gov,false,
2024-01-04 14:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,355.83,427.16,40.25,19.34,eia.gov,false,
2024-01-04 15:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,351.12,422.05,40.84,19.68,eia.gov,false,
2024-01-04 16:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,357.23,429.68,39.21,17.44,eia.gov,false,
2024-01-04 17:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,363.93,438.12,37.41,15.21,eia.gov,false,
2024-01-04 18:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,360.83,434.48,37.94,15.28,eia.gov,false,
2024-01-04 19:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,362.14,435.65,37.85,14.83,eia.gov,false,
2024-01-04 20:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,364.88,438.75,37.38,13.9,eia.gov,false,
2024-01-04 21:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,392.6,470.73,32.14,7.41,eia.gov,false,
2024-01-04 22:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,433.57,517.79,25.06,1.27,eia.gov,false,
2024-01-04 23:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,452.75,537.52,23.61,1.26,eia.gov,false,
2024-01-05 00:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,450.31,535.79,23.31,1.62,eia.gov,false,
2024-01-05 01:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,451.77,537.89,22.77,1.34,eia.gov,false,
2024-01-05 02:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,454.0,539.93,22.73,1.04,eia.gov,false,
2024-01-05 03:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,447.91,533.63,23.17,0.81,eia.gov,false,
2024-01-05 04:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,438.25,524.03,23.7,0.74,eia.gov,false,
2024-01-05 05:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,434.71,520.13,24.1,0.71,eia.gov,false,
2024-01-05 06:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,433.67,519.12,24.14,0.72,eia.gov,false,
2024-01-05 07:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,427.37,512.06,25.12,2.08,eia.gov,false,
2024-01-05 08:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,426.14,510.88,25.17,2.41,eia.gov,false,
2024-01-05 09:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,428.67,514.24,24.5,2.53,eia.gov,false,
2024-01-05 10:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,428.55,513.52,25.1,4.7,eia.gov,false,
2024-01-05 11:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,416.28,499.26,27.59,8.97,eia.gov,false,
2024-01-05 12:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,413.07,494.71,28.87,10.88,eia.gov,false,
2024-01-05 13:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,395.42,474.4,32.06,13.87,eia.gov,false,
2024-01-05 14:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,373.23,448.24,36.38,16.82,eia.gov,false,
2024-01-05 15:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,360.29,433.16,38.71,17.94,eia.gov,false,
2024-01-05 16:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,339.83,411.54,40.78,18.64,eia.gov,false,
2024-01-05 17:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,330.58,401.37,41.97,19.1,eia.gov,false,
2024-01-05 18:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,327.22,397.15,42.72,19.73,eia.gov,false,
2024-01-05 19:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,323.03,392.4,43.4,19.78,eia.gov,false,
2024-01-05 20:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,338.83,410.73,40.37,15.99,eia.gov,false,
2024-01-05 21:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,382.14,460.93,32.21,6.95,eia.gov,false,
2024-01-05 22:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,410.68,492.47,28.25,4.48,eia.gov,false,
2024-01-05 23:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,410.35,491.58,28.74,5.77,eia.gov,false,
2024-01-06 00:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,405.73,485.53,30.03,6.78,eia.gov,false,
2024-01-06 01:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,403.84,483.47,30.25,6.7,eia.gov,false,
2024-01-06 02:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,402.58,481.53,30.76,6.71,eia.gov,false,
2024-01-06 03:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,391.88,470.41,31.63,6.58,eia.gov,false,
2024-01-06 04:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,379.6,457.55,32.73,6.37,eia.gov,false,
2024-01-06 05:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,388.8,469.88,29.77,2.49,eia.gov,false,
2024-01-06 06:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,396.46,478.71,28.35,0.69,eia.gov,false,
2024-01-06 07:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,393.73,475.75,28.68,0.79,eia.gov,false,
2024-01-06 08:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,391.98,473.95,28.83,0.82,eia.gov,false,
2024-01-06 09:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,390.8,473.17,28.67,0.97,eia.gov,false,
2024-01-06 10:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,387.14,469.11,29.24,1.82,eia.gov,false,
2024-01-06 11:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,387.12,469.16,29.27,2.29,eia.gov,false,
2024-01-06 12:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,387.79,469.3,29.68,3.13,eia.gov,false,
2024-01-06 13:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,385.42,466.48,30.22,4.04,eia.gov,false,
2024-01-06 14:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,381.14,461.26,31.28,5.78,eia.gov,false,
2024-01-06 15:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,370.21,447.47,34.1,8.24,eia.gov,false,
2024-01-06 16:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,357.85,433.71,36.05,10.76,eia.gov,false,
2024-01-06 17:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,340.79,412.16,40.4,14.43,eia.gov,false,
2024-01-06 18:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,333.15,403.32,41.79,15.84,eia.gov,false,
2024-01-06 19:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,333.19,402.97,41.99,15.42,eia.gov,false,
2024-01-06 20:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,335.13,405.2,41.62,14.86,eia.gov,false,
2024-01-06 21:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,363.82,440.1,35.13,8.53,eia.gov,false,
2024-01-06 22:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,389.63,470.69,29.89,3.43,eia.gov,false,
2024-01-06 23:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,392.05,473.6,29.44,3.5,eia.gov,false,
2024-01-07 00:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,391.57,472.42,29.95,3.53,eia.gov,false,
2024-01-07 01:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,392.94,473.6,29.93,2.98,eia.gov,false,
2024-01-07 02:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,393.81,474.18,30.01,2.69,eia.gov,false,
2024-01-07 03:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,393.51,473.11,30.5,2.3,eia.gov,false,
2024-01-07 04:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,387.96,466.51,31.53,2.13,eia.gov,false,
2024-01-07 05:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,384.79,462.32,32.41,2.19,eia.gov,false,
2024-01-07 06:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,380.94,458.69,32.47,1.99,eia.gov,false,
2024-01-07 07:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,376.93,454.77,32.64,1.95,eia.gov,false,
2024-01-07 08:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,376.95,455.24,32.36,1.91,eia.gov,false,
2024-01-07 09:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,365.25,443.99,32.75,2.12,eia.gov,false,
2024-01-07 10:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,396.1,476.09,30.14,1.94,eia.gov,false,
2024-01-07 11:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,383.29,463.02,31.12,2.46,eia.gov,false,
2024-01-07 12:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,389.38,470.41,30.0,3.27,eia.gov,false,
2024-01-07 13:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,360.37,436.26,35.94,10.64,eia.gov,false,
2024-01-07 14:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,307.31,373.36,46.79,22.02,eia.gov,false,
2024-01-07 15:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,299.42,364.05,48.39,23.49,eia.gov,false,
2024-01-07 16:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,299.01,363.58,48.46,23.31,eia.gov,false,
2024-01-07 17:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,302.17,367.04,47.97,22.42,eia.gov,false,
2024-01-07 18:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,293.52,358.46,48.36,21.94,eia.gov,false,
2024-01-07 19:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,278.2,345.34,47.59,20.21,eia.gov,false,
2024-01-07 20:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,304.74,377.32,41.8,14.67,eia.gov,false,
2024-01-07 21:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,346.61,425.4,34.47,7.84,eia.gov,false,
2024-01-07 22:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,368.32,449.93,31.07,5.54,eia.gov,false,
2024-01-07 23:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,369.46,451.53,30.69,6.42,eia.gov,false,
2024-01-08 00:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,370.98,453.66,30.29,6.3,eia.gov,false,
2024-01-08 01:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,370.72,452.92,30.65,6.52,eia.gov,false,
2024-01-08 02:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,374.07,456.75,30.01,5.53,eia.gov,false,
2024-01-08 03:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,386.83,471.31,27.8,2.73,eia.gov,false,
2024-01-08 04:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,388.5,473.47,27.28,1.83,eia.gov,false,
2024-01-08 05:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,383.55,468.8,27.39,1.85,eia.gov,false,
2024-01-08 06:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,384.44,470.15,27.01,1.67,eia.gov,false,
2024-01-08 07:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,384.27,470.32,26.8,1.7,eia.gov,false,
2024-01-08 08:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,385.71,472.4,26.27,1.71,eia.gov,false,
2024-01-08 09:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,386.07,472.77,26.2,1.71,eia.gov,false,
2024-01-08 10:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,383.97,469.46,26.74,2.52,eia.gov,false,
2024-01-08 11:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,367.2,451.07,29.69,7.54,eia.gov,false,
2024-01-08 12:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,357.35,440.04,31.36,10.85,eia.gov,false,
2024-01-08 13:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,348.3,429.24,33.23,12.34,eia.gov,false,
2024-01-08 14:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,353.17,434.44,32.63,10.83,eia.gov,false,
2024-01-08 15:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,342.23,421.25,35.14,13.99,eia.gov,false,
2024-01-08 16:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,350.11,431.09,33.16,11.01,eia.gov,false,
2024-01-08 17:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,337.05,415.39,35.73,12.53,eia.gov,false,
2024-01-08 18:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,326.95,405.23,36.46,12.29,eia.gov,false,
2024-01-08 19:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,324.64,402.27,36.99,12.17,eia.gov,false,
2024-01-08 20:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,310.5,384.91,40.21,14.91,eia.gov,false,
2024-01-08 21:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,351.63,432.34,32.84,8.23,eia.gov,false,
2024-01-08 22:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,388.61,475.55,25.92,2.61,eia.gov,false,
2024-01-08 23:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,394.03,479.74,26.68,5.09,eia.gov,false,
2024-01-09 00:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,406.98,491.38,26.8,5.17,eia.gov,false,
2024-01-09 01:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,421.79,506.87,25.27,2.83,eia.gov,false,
2024-01-09 02:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,415.71,500.28,25.95,2.68,eia.gov,false,
2024-01-09 03:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,409.17,493.2,26.67,2.47,eia.gov,false,
2024-01-09 04:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,406.67,488.84,28.11,2.39,eia.gov,false,
2024-01-09 05:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,389.0,470.79,29.42,2.61,eia.gov,false,
2024-01-09 06:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,383.37,464.88,29.94,2.65,eia.gov,false,
2024-01-09 07:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,383.48,464.74,30.13,2.73,eia.gov,false,
2024-01-09 08:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,382.58,463.44,30.47,2.88,eia.gov,false,
2024-01-09 09:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,379.13,458.78,31.54,3.5,eia.gov,false,
2024-01-09 10:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,378.4,457.5,31.98,3.71,eia.gov,false,
2024-01-09 11:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,382.2,462.56,30.94,4.09,eia.gov,false,
2024-01-09 12:00:00,USA,South Carolina Electric & Gas Company,US-CAR-SCEG,390.28,470.5,30.59,4.59,eia.gov,false,
